product_id,product_name,brand,category,retail_price,ratings,reviews,date_added,stock_status,customer_segment,discount_pct,discounted_price,price_tier,rating_level,is_outlier
PID1201,Redmi Note 12,Redmi,Phones,69340,3.8,5978,26-07-2024,Out of Stock,Premium,33.67,45993,High,Average,False
PID1202,iPad 10th Gen,iPad,Tablets,54884,3.7,5607,04-09-2023,In Stock,Budget,58.68,22678,Medium,Average,True
PID1203,Sony WH-1000XM4,ApplWH-1000XM,Audio,51505,3.7,769,14-01-2021,In Stock,Premium,11.91,45371,Medium,Average,False
PID1204,Xiaomi Pad 6,Xiaomi,Tablets,47076,4.4,780,12-03-2022,Out of Stock,Mid-Tier,5.93,44284,Medium,Good,False
PID1205,Fire-Boltt Ninja,ApplBoltt Ninja,Wearables,39853,2.8,9908,04-02-2025,Out of Stock,Premium,47.36,20979,Medium,Poor,False
PID1206,LG Smart LED 43in,,Televisions,62503,3.3,6303,07-04-2022,Out of Stock,Premium,49.39,31633,Medium,Average,False
PID1207,Lenovo IdeaPad Slim 3,,Laptops,83711,2.7,3983,02-03-2024,Limited Stock,Premium,11.61,73992,High,Poor,False
PID1208,iPad 10th Gen,iPad,Tablets,53233,4.4,9503,17-05-2021,Out of Stock,Mid-Tier,19.61,42794,Medium,Good,False
PID1209,iPhone 13,,Phones,65818,3.2,8714,24-01-2024,Limited Stock,Mid-Tier,5.97,61889,Medium,Average,False
PID1210,Noise ColorFit Pro 4,,Wearables,89974,4.7,521,23-06-2021,Limited Stock,Budget,21.13,70962,High,Excellent,False
PID1211,HP Victus Gaming 16,,Laptops,24164,3.8,9127,04-03-2022,Out of Stock,Mid-Tier,47.52,12681,Low,Average,False
PID1212,Canon EOS 1500D,Canon,Cameras,67672,4.5,7569,25-01-2025,Out of Stock,Premium,33.49,45009,High,Good,False
PID1213,Samsung Crystal 4K,Samsung,Televisions,86116,4.9,5784,20-03-2023,Out of Stock,Premium,24.15,65319,High,Excellent,False
PID1214,iPad 10th Gen,iPad,Tablets,93764,4.6,4583,19-12-2022,Limited Stock,Budget,25.45,69901,High,Excellent,False
PID1215,Samsung Crystal 4K,Samsung,Televisions,27236,4.7,5946,23-01-2024,Limited Stock,Mid-Tier,5.07,25855,Low,Excellent,False
PID1216,HP Pavilion 15,HP,Laptops,94709,3.5,4941,07-05-2021,Out of Stock,Premium,21.49,74356,High,Average,False
PID1217,HP Victus Gaming 16,,Laptops,1354,3.9,6267,22-03-2021,Limited Stock,Mid-Tier,40.56,805,Low,Average,False
PID1218,Zebronics ZEB-Rush,Zebronics,Audio,90584,3.1,7128,06-08-2023,Out of Stock,Budget,58.58,37520,High,Average,True
PID1219,Logitech MX Master 3,,Accessories,39123,3.0,2461,29-07-2022,Out of Stock,Premium,51.59,18939,Medium,Poor,True
PID1220,Mi TV 5X,Mi,Televisions,7892,3.8,685,17-10-2020,Limited Stock,Premium,6.3,7395,Low,Average,False
PID1221,JBL Go 3,JBL,Audio,56180,4.0,2160,07-05-2021,Out of Stock,Premium,54.42,25607,Medium,Average,True
PID1222,boAt Rockerz 450,boAboat,Audio,47217,3.3,7031,24-10-2020,Out of Stock,Mid-Tier,48.08,24515,Medium,Average,False
PID1223,Xiaomi Pad 6,Xiaomi,Tablets,87592,3.9,9759,16-06-2023,Out of Stock,Mid-Tier,47.92,45618,High,Average,False
PID1224,ASUS VivoBook 14,,Laptops,51359,4.7,5341,17-06-2025,In Stock,Mid-Tier,30.19,35854,Medium,Excellent,False
PID1225,Samsung Galaxy M13,Samsung,Phones,26809,3.9,38,27-04-2022,In Stock,Mid-Tier,26.89,19600,Low,Average,False
PID1226,Samsung Galaxy M13,Samsung,Phones,87955,4.3,4875,23-04-2025,Out of Stock,Premium,21.66,68904,High,Good,False
PID1227,OnePlus Nord CE 3,Oneplus,Phones,64234,4.5,1256,19-04-2024,In Stock,Premium,8.61,58703,Medium,Good,False
PID1228,Sony WH-1000XM4,ApplWH-1000XM,Audio,70967,5.0,7697,03-02-2024,In Stock,Mid-Tier,17.55,58512,High,Excellent,False
PID1229,Lenovo IdeaPad Slim 3,,Laptops,53162,4.0,2196,09-07-2024,In Stock,Premium,18.56,43295,Medium,Average,False
PID1230,iPad 10th Gen,iPad,Tablets,99006,4.5,7165,19-12-2023,Limited Stock,Budget,31.62,67700,High,Good,False
PID1231,iPad 10th Gen,iPad,Tablets,13188,4.9,301,14-02-2025,In Stock,Premium,46.11,7107,Low,Excellent,False
PID1232,Samsung Crystal 4K,Samsung,Televisions,25842,4.9,7527,07-02-2024,In Stock,Budget,31.06,17815,Low,Excellent,False
PID1233,Sony WH-1000XM4,Sony,Audio,37657,2.9,6381,03-08-2024,Limited Stock,Budget,8.18,34577,Medium,Poor,False
PID1234,Logitech MX Master 3,,Accessories,68363,3.5,646,22-03-2025,In Stock,Mid-Tier,57.68,28931,High,Average,True
PID1235,Logitech MX Master 3,,Accessories,52583,3.3,9951,15-02-2024,Limited Stock,Budget,56.85,22690,Medium,Average,True
PID1236,Acer Aspire 7,Acer,Laptops,66233,2.7,8789,26-06-2021,Limited Stock,Mid-Tier,48.19,34315,Medium,Poor,False
PID1237,iPhone 13,Apple,Phones,89545,4.1,8853,10-09-2024,Out of Stock,Budget,59.52,36248,High,Good,True
PID1238,Acer Aspire 7,Acer,Laptops,35198,4.3,4330,24-07-2020,In Stock,Mid-Tier,34.95,22896,Medium,Good,False
PID1239,Acer Aspire 7,Acer,Laptops,81123,4.6,9560,26-01-2021,Limited Stock,Mid-Tier,57.95,34112,High,Excellent,True
PID1240,Mi TV 5X,Mi,Televisions,23171,2.8,7003,10-12-2021,Limited Stock,Budget,9.16,21049,Low,Poor,False
PID1241,Logitech MX Master 3,,Accessories,25684,4.7,3537,11-06-2023,In Stock,Budget,25.11,19235,Low,Excellent,False
PID1242,iPad 10th Gen,iPad,Tablets,93884,4.1,4558,16-03-2022,Limited Stock,Budget,17.4,77548,High,Good,False
PID1243,Redmi Note 12,,Phones,42607,4.3,6579,29-10-2023,Limited Stock,Budget,15.77,35888,Medium,Good,False
PID1244,Acer Aspire 7,Acer,Laptops,86702,4.8,8474,25-01-2022,In Stock,Mid-Tier,12.74,75656,High,Excellent,False
PID1245,ASUS VivoBook 14,ASUS,Laptops,52163,4.1,9678,17-08-2020,Limited Stock,Premium,39.23,31699,Medium,Good,False
PID1246,Nikon D3500,Appb D,Cameras,16208,3.3,4082,19-11-2024,Out of Stock,Premium,47.97,8433,Low,Average,False
PID1247,Fire-Boltt Ninja,Fire,Wearables,92406,4.6,4183,24-09-2024,Out of Stock,Budget,36.81,58391,High,Excellent,False
PID1248,Noise ColorFit Pro 4,,Wearables,50311,3.4,8652,16-09-2024,In Stock,Premium,13.08,43730,Medium,Average,False
PID1249,Acer Aspire 7,,Laptops,3311,2.6,3754,26-05-2022,Out of Stock,Premium,49.61,1668,Low,Poor,False
PID1250,Noise ColorFit Pro 4,Noise,Wearables,56750,4.6,1724,28-09-2022,Out of Stock,Mid-Tier,39.98,34061,Medium,Excellent,False
PID1251,HP Pavilion 15,HP,Laptops,72582,3.4,1376,30-11-2023,Limited Stock,Mid-Tier,26.35,53457,High,Average,False
PID1252,Redmi Note 12,Redmi,Phones,35254,4.4,8706,01-07-2022,Limited Stock,Budget,42.08,20419,Medium,Good,False
PID1253,boAt Rockerz 450,boAboat,Audio,96242,3.4,8894,20-08-2023,Out of Stock,Premium,19.29,77677,High,Average,False
PID1254,Redmi Note 12,Redmi,Phones,11911,4.7,1653,30-10-2020,Limited Stock,Mid-Tier,23.99,9054,Low,Excellent,False
PID1255,Redmi Note 12,Redmi,Phones,3411,3.0,2066,23-09-2023,Out of Stock,Mid-Tier,55.46,1519,Low,Poor,True
PID1256,LG Smart LED 43in,,Televisions,67770,4.9,22,01-06-2021,Out of Stock,Budget,20.98,53552,High,Excellent,False
PID1257,Boult Audio AirBass,Boult,Audio,84263,4.4,2460,24-07-2021,In Stock,Premium,30.85,58268,High,Good,False
PID1258,OnePlus Nord CE 3,Oneplus,Phones,9180,2.8,5926,16-06-2024,Out of Stock,Mid-Tier,53.96,4226,Low,Poor,True
PID1259,Samsung Galaxy M13,Samsung,Phones,85396,3.9,6251,30-12-2022,Limited Stock,Mid-Tier,43.92,47890,High,Average,False
PID1260,Samsung Galaxy M13,Samsung,Phones,84379,5.0,9496,31-07-2022,Limited Stock,Budget,8.42,77274,High,Excellent,False
PID1261,Fire-Boltt Ninja,AppbBoltt Ninja,Wearables,71795,3.7,7295,14-09-2024,Out of Stock,Premium,13.1,62390,High,Average,False
PID1262,Lenovo IdeaPad Slim 3,,Laptops,89114,3.0,3300,13-07-2020,In Stock,Budget,5.43,84275,High,Poor,False
PID1263,Samsung Crystal 4K,Samsung,Televisions,11611,3.7,6279,12-08-2021,Limited Stock,Mid-Tier,39.7,7001,Low,Average,False
PID1264,Canon EOS 1500D,,Cameras,38004,3.8,8553,30-01-2024,In Stock,Budget,29.62,26747,Medium,Average,False
PID1265,LG Smart LED 43in,,Televisions,2302,4.4,7353,09-11-2021,In Stock,Premium,12.39,2017,Low,Good,False
PID1266,Redmi Note 12,,Phones,8655,4.2,3727,22-11-2023,In Stock,Mid-Tier,57.69,3662,Low,Good,True
PID1267,Logitech MX Master 3,,Accessories,74156,3.5,6272,15-11-2024,In Stock,Budget,34.13,48847,High,Average,False
PID1268,Logitech MX Master 3,,Accessories,39884,3.0,5995,12-12-2020,In Stock,Budget,18.3,32585,Medium,Poor,False
PID1269,Acer Aspire 7,Acer,Laptops,47754,4.1,9476,30-01-2022,Limited Stock,Premium,32.53,32220,Medium,Good,False
PID1270,Fire-Boltt Ninja,ApplBoltt Ninja,Wearables,22418,3.6,514,16-08-2020,In Stock,Premium,42.38,12917,Low,Average,False
PID1271,boAt Rockerz 450,boAboat,Audio,86481,2.8,448,06-01-2021,In Stock,Mid-Tier,9.19,78533,High,Poor,False
PID1272,Noise ColorFit Pro 4,Noise,Wearables,61213,4.8,6019,10-06-2024,In Stock,Premium,20.11,48903,Medium,Excellent,False
PID1273,Apple MacBook Air M1,,Laptops,30806,4.2,5343,30-03-2023,In Stock,Budget,49.38,15594,Low,Good,False
PID1274,Dell Inspiron 3511,Dell,Laptops,17146,4.2,8033,07-12-2024,Out of Stock,Budget,30.28,11954,Low,Good,False
PID1275,boAt Rockerz 450,boAboat,Audio,47343,4.6,2520,20-04-2022,Out of Stock,Budget,35.06,30745,Medium,Excellent,False
PID1276,Lenovo IdeaPad Slim 3,,Laptops,97101,3.8,3081,01-04-2021,In Stock,Budget,28.8,69136,High,Average,False
PID1277,ASUS VivoBook 14,ASUS,Laptops,91235,4.5,1428,29-12-2024,In Stock,Mid-Tier,7.41,84474,High,Good,False
PID1278,Realme Narzo 60,Realme,Phones,16871,3.7,3967,27-11-2020,In Stock,Premium,14.12,14489,Low,Average,False
PID1279,JBL Go 3,JBL,Audio,77871,2.7,6445,19-11-2021,Limited Stock,Mid-Tier,29.5,54899,High,Poor,False
PID1280,OnePlus Nord CE 3,Oneplus,Phones,2549,3.5,9114,29-11-2021,In Stock,Mid-Tier,16.51,2128,Low,Average,False
PID1281,boAt Rockerz 450,boAboat,Audio,32116,3.7,2159,10-02-2024,In Stock,Mid-Tier,7.75,29627,Low,Average,False
PID1282,iPhone 13,Apple,Phones,21432,4.3,5132,16-09-2020,In Stock,Mid-Tier,51.4,10416,Low,Good,True
PID1283,Sony WH-1000XM4,ApprWH-1000XM,Audio,30355,2.8,2547,19-12-2023,Limited Stock,Budget,58.97,12455,Low,Poor,True
PID1284,Zebronics ZEB-Rush,Zebronics,Audio,61934,2.9,2979,14-05-2024,Out of Stock,Mid-Tier,48.62,31822,Medium,Poor,False
PID1285,Apple MacBook Air M1,,Laptops,73194,3.2,2649,01-09-2024,Limited Stock,Budget,51.96,35162,High,Average,True
PID1286,Realme Narzo 60,Realme,Phones,43516,3.2,8505,14-12-2024,Limited Stock,Budget,18.31,35548,Medium,Average,False
PID1287,OnePlus Nord CE 3,Oneplus,Phones,7900,4.3,3083,22-02-2021,Limited Stock,Premium,57.83,3331,Low,Good,True
PID1288,JBL Go 3,JBL,Audio,43142,3.1,1037,26-10-2024,In Stock,Budget,15.83,36313,Medium,Average,False
PID1289,Dell Inspiron 3511,Dell,Laptops,15651,4.1,3489,19-10-2021,Out of Stock,Premium,57.33,6678,Low,Good,True
PID1290,Samsung Crystal 4K,Samsung,Televisions,51907,3.7,7604,01-02-2021,Out of Stock,Premium,59.72,20908,Medium,Average,True
PID1291,Canon EOS 1500D,Canon,Cameras,67190,3.9,7544,25-11-2021,Out of Stock,Mid-Tier,44.14,37532,High,Average,False
PID1292,boAt Rockerz 450,boAboat,Audio,4999,4.6,2634,18-07-2021,In Stock,Budget,58.96,2052,Low,Excellent,True
PID1293,Realme Narzo 60,Realme,Phones,6795,3.5,3983,16-10-2021,Limited Stock,Premium,36.32,4327,Low,Average,False
PID1294,Samsung Galaxy M13,Samsung,Phones,59540,4.4,1778,18-06-2025,Out of Stock,Premium,19.27,48067,Medium,Good,False
PID1295,Canon EOS 1500D,Canon,Cameras,12683,3.6,7902,30-12-2023,In Stock,Budget,29.03,9001,Low,Average,False
PID1296,Samsung Crystal 4K,Samsung,Televisions,29799,3.4,5110,27-09-2021,In Stock,Mid-Tier,37.65,18580,Low,Average,False
PID1297,Mi TV 5X,Mi,Televisions,13374,4.9,5189,26-05-2025,Out of Stock,Premium,9.02,12168,Low,Excellent,False
PID1298,LG Smart LED 43in,,Televisions,33211,3.0,7378,17-04-2021,Limited Stock,Mid-Tier,39.23,20182,Low,Poor,False
PID1299,iPad 10th Gen,Apple,Tablets,6039,2.7,1124,01-01-2022,Out of Stock,Premium,58.96,2478,Low,Poor,True
PID1300,HP Pavilion 15,HP,Laptops,53851,4.4,697,27-02-2023,In Stock,Budget,15.46,45526,Medium,Good,False
PID1301,Logitech MX Master 3,Logitech,Accessories,61767,2.7,2179,08-04-2024,Out of Stock,Premium,48.59,31754,Medium,Poor,False
PID1302,HP Pavilion 15,HP,Laptops,48854,4.6,9596,17-07-2024,In Stock,Budget,54.93,22018,Medium,Excellent,True
PID1303,HP Victus Gaming 16,,Laptops,3057,3.6,5251,26-09-2023,Limited Stock,Premium,56.9,1318,Low,Average,True
PID1304,Apple MacBook Air M1,Apple,Laptops,38860,4.8,9235,23-05-2023,In Stock,Premium,57.81,16395,Medium,Excellent,True
PID1305,iPhone 13,Appbe,Phones,82518,4.3,1929,19-08-2023,In Stock,Mid-Tier,33.68,54726,High,Good,False
PID1306,Samsung Galaxy M13,Samsung,Phones,2700,4.0,1013,26-12-2021,Limited Stock,Budget,58.75,1114,Low,Average,True
PID1307,iPhone 13,Apple,Phones,68997,4.9,226,11-01-2023,In Stock,Budget,46.65,36810,High,Excellent,False
PID1308,HP Victus Gaming 16,HP,Laptops,47475,3.5,7321,09-06-2025,Out of Stock,Premium,13.89,40881,Medium,Average,False
PID1309,Apple MacBook Air M1,Apple,Laptops,21857,4.9,1828,27-09-2023,In Stock,Budget,31.23,15031,Low,Excellent,False
PID1310,Dell Inspiron 3511,Dell,Laptops,78005,2.8,7909,08-11-2022,Limited Stock,Premium,44.51,43285,High,Poor,False
PID1311,Boult Audio AirBass,Boult,Audio,3369,3.7,5588,09-06-2024,Limited Stock,Mid-Tier,18.6,2742,Low,Average,False
PID1312,Canon EOS 1500D,Canon,Cameras,61635,3.2,2023,19-10-2021,Limited Stock,Premium,40.23,36839,Medium,Average,False
PID1313,Nikon D3500,Nikon,Cameras,50608,3.8,4966,15-03-2025,In Stock,Mid-Tier,41.66,29525,Medium,Average,False
PID1314,boAt Rockerz 450,boAboat,Audio,94679,2.9,5891,14-02-2022,Limited Stock,Premium,13.95,81471,High,Poor,False
PID1315,HP Pavilion 15,HP,Laptops,90772,4.6,1080,14-08-2024,In Stock,Budget,36.08,58021,High,Excellent,False
PID1316,Acer Aspire 7,Acer,Laptops,38967,4.6,5036,04-02-2021,Out of Stock,Premium,47.44,20481,Medium,Excellent,False
PID1317,Boult Audio AirBass,Boult,Audio,23828,4.9,2563,20-10-2023,Limited Stock,Budget,32.44,16098,Low,Excellent,False
PID1318,Fire-Boltt Ninja,Fire,Wearables,91912,2.9,3292,14-08-2020,Out of Stock,Mid-Tier,5.67,86701,High,Poor,False
PID1319,Noise ColorFit Pro 4,Noise,Wearables,87331,4.1,3586,29-11-2023,Out of Stock,Budget,5.5,82528,High,Good,False
PID1320,Zebronics ZEB-Rush,Zebronics,Audio,4487,3.7,4431,12-05-2024,Out of Stock,Budget,24.64,3381,Low,Average,False
PID1321,Logitech MX Master 3,Logitech,Accessories,59371,3.4,6841,30-03-2024,Out of Stock,Budget,55.94,26159,Medium,Average,True
PID1322,JBL Go 3,JBL,Audio,22899,3.4,6643,27-03-2021,In Stock,Mid-Tier,17.58,18873,Low,Average,False
PID1323,LG Smart LED 43in,LG,Televisions,46714,3.5,3959,25-10-2021,Out of Stock,Mid-Tier,39.89,28080,Medium,Average,False
PID1324,iPhone 13,Apple,Phones,86916,4.3,161,20-03-2021,In Stock,Premium,17.21,71958,High,Good,False
PID1325,Lenovo IdeaPad Slim 3,Lenovo,Laptops,70771,4.0,593,09-06-2021,Out of Stock,Budget,22.69,54713,High,Average,False
PID1326,Fire-Boltt Ninja, Fire bolt,Wearables,44564,3.6,3390,22-03-2024,In Stock,Budget,51.64,21551,Medium,Average,True
PID1327,Mi TV 5X,Mi,Televisions,70591,2.7,5997,12-04-2023,Out of Stock,Budget,45.09,38762,High,Poor,False
PID1328,Redmi Note 12,Redmi,Phones,41318,2.7,6354,29-10-2021,Limited Stock,Mid-Tier,10.25,37083,Medium,Poor,False
PID1329,Dell Inspiron 3511,Dell,Laptops,46025,2.5,663,09-08-2023,Limited Stock,Premium,28.58,32871,Medium,Poor,False
PID1330,Samsung Crystal 4K,Samsung,Televisions,20330,4.9,9324,12-06-2022,Limited Stock,Premium,6.6,18988,Low,Excellent,False
PID1331,Xiaomi Pad 6,Xiaomi,Tablets,17929,2.5,541,08-03-2023,Limited Stock,Premium,31.45,12290,Low,Poor,False
PID1332,iPhone 13,Apple,Phones,7393,2.8,5433,04-12-2022,In Stock,Budget,41.43,4330,Low,Poor,False
PID1333,Canon EOS 1500D,Canon,Cameras,80409,3.3,5093,10-12-2020,Limited Stock,Budget,11.52,71146,High,Average,False
PID1334,Fire-Boltt Ninja,Fire boltt,Wearables,47833,4.5,867,06-01-2022,Out of Stock,Mid-Tier,20.89,37841,Medium,Good,False
PID1335,Lenovo IdeaPad Slim 3,Lenovo,Laptops,3936,4.9,8623,20-12-2024,Limited Stock,Budget,26.88,2878,Low,Excellent,False
PID1336,Lenovo IdeaPad Slim 3,Lenovo,Laptops,74790,4.5,5469,23-04-2023,Out of Stock,Budget,55.57,33229,High,Good,True
PID1337,Acer Aspire 7,Acer,Laptops,76713,4.2,6256,27-11-2024,Limited Stock,Mid-Tier,59.63,30969,High,Good,True
PID1338,Canon EOS 1500D,Canon,Cameras,6395,3.8,9398,08-05-2021,Limited Stock,Mid-Tier,7.47,5917,Low,Average,False
PID1339,JBL Go 3,JBL,Audio,20238,2.7,1169,26-04-2021,In Stock,Mid-Tier,46.86,10754,Low,Poor,False
PID1340,HP Pavilion 15,HP,Laptops,31246,4.9,830,31-12-2021,Out of Stock,Premium,25.44,23297,Low,Excellent,False
PID1341,Fire-Boltt Ninja,ApprBoltt Ninja,Wearables,49877,4.4,1651,10-07-2024,Out of Stock,Premium,26.59,36615,Medium,Good,False
PID1342,Nikon D3500,Nikon,Cameras,48904,4.1,1136,20-02-2024,In Stock,Budget,46.48,26173,Medium,Good,False
PID1343,Xiaomi Pad 6,Xiaomi,Tablets,54545,4.4,2810,23-11-2023,Out of Stock,Premium,55.51,24267,Medium,Good,True
PID1344,Redmi Note 12,Redmi,Phones,98388,4.3,8667,09-07-2022,In Stock,Mid-Tier,57.3,42012,High,Good,True
PID1345,JBL Go 3,JBL,Audio,40290,4.1,9518,29-05-2023,Limited Stock,Mid-Tier,36.74,25487,Medium,Good,False
PID1346,HP Victus Gaming 16,HP,Laptops,6100,5.0,1019,12-12-2023,Out of Stock,Budget,24.64,4597,Low,Excellent,False
PID1347,Sony WH-1000XM4,Sony,Audio,95160,4.8,5237,16-03-2022,Out of Stock,Premium,48.32,49179,High,Excellent,False
PID1348,Dell Inspiron 3511,Dell,Laptops,93679,4.1,1283,07-09-2021,In Stock,Premium,18.81,76058,High,Good,False
PID1349,Realme Narzo 60,Realme,Phones,41264,4.2,659,20-11-2024,Out of Stock,Budget,36.02,26401,Medium,Good,False
PID1350,OnePlus Nord CE 3,Oneplus,Phones,75043,2.6,2010,08-01-2022,In Stock,Budget,24.72,56492,High,Poor,False
PID1351,iPhone 13,Apple,Phones,46214,4.2,8590,26-01-2025,Limited Stock,Budget,41.11,27215,Medium,Good,False
PID1352,boAt Rockerz 450,boAboat,Audio,57335,2.6,1733,23-03-2021,In Stock,Budget,18.22,46889,Medium,Poor,False
PID1353,Dell Inspiron 3511,Dell,Laptops,74244,4.0,2125,27-09-2024,Out of Stock,Budget,15.54,62706,High,Average,False
PID1354,Noise ColorFit Pro 4,,Wearables,56991,5.0,2171,05-12-2024,In Stock,Mid-Tier,55.5,25361,Medium,Excellent,True
PID1355,LG Smart LED 43in,LG,Televisions,19089,3.9,8266,10-03-2024,Out of Stock,Premium,10.6,17066,Low,Average,False
PID1356,Logitech MX Master 3,Logitech,Accessories,43984,3.7,3471,28-06-2022,Out of Stock,Mid-Tier,32.83,29544,Medium,Average,False
PID1357,Samsung Galaxy M13,Samsung,Phones,83489,3.3,9028,30-06-2020,Limited Stock,Premium,17.15,69171,High,Average,False
PID1358,Samsung Galaxy M13,Samsung,Phones,36712,2.8,5624,06-07-2020,In Stock,Mid-Tier,7.14,34091,Medium,Poor,False
PID1359,Boult Audio AirBass,Boult,Audio,44025,4.3,8691,04-07-2020,Limited Stock,Mid-Tier,6.98,40952,Medium,Good,False
PID1360,Mi TV 5X,Mi,Televisions,47702,3.0,8329,10-05-2021,Limited Stock,Mid-Tier,14.64,40718,Medium,Poor,False
PID1361,Redmi Note 12,,Phones,33135,2.8,2097,09-01-2021,In Stock,Budget,52.67,15683,Low,Poor,True
PID1362,Redmi Note 12,Redmi,Phones,63708,3.6,5068,14-01-2024,Out of Stock,Mid-Tier,20.54,50622,Medium,Average,False
PID1363,Sony WH-1000XM4,ApplWH-1000XM,Audio,34328,4.5,6397,24-04-2023,Limited Stock,Budget,57.28,14665,Medium,Good,True
PID1364,Acer Aspire 7,Acer,Laptops,19211,4.4,2757,02-08-2021,Out of Stock,Budget,36.99,12105,Low,Good,False
PID1365,Samsung Galaxy M13,Samsung,Phones,3920,2.6,3920,24-07-2024,In Stock,Mid-Tier,29.01,2783,Low,Poor,False
PID1366,OnePlus Nord CE 3,Oneplus,Phones,97252,3.6,8186,07-10-2023,Out of Stock,Premium,36.9,61366,High,Average,False
PID1367,HP Pavilion 15,HP,Laptops,801,3.8,1900,17-08-2021,In Stock,Mid-Tier,33.42,533,Low,Average,False
PID1368,OnePlus Nord CE 3,Oneplus,Phones,45736,4.1,2610,19-08-2022,In Stock,Budget,46.73,24364,Medium,Good,False
PID1369,HP Pavilion 15,HP,Laptops,66735,4.1,6900,24-12-2021,Out of Stock,Mid-Tier,20.54,53028,High,Good,False
PID1370,Sony WH-1000XM4,ApprWH-1000XM,Audio,54740,3.4,1449,17-11-2020,Out of Stock,Budget,24.42,41372,Medium,Average,False
PID1371,HP Pavilion 15,,Laptops,66226,3.9,8738,23-08-2023,Limited Stock,Budget,54.18,30345,Medium,Average,True
PID1372,OnePlus Nord CE 3,Oneplus,Phones,10992,3.7,5017,12-11-2024,In Stock,Mid-Tier,57.06,4720,Low,Average,True
PID1373,boAt Rockerz 450,boAboat,Audio,6602,4.7,7999,07-10-2023,In Stock,Budget,54.09,3031,Low,Excellent,True
PID1374,Dell Inspiron 3511,,Laptops,50836,3.8,6052,13-01-2023,Limited Stock,Mid-Tier,28.07,36566,Medium,Average,False
PID1375,Canon EOS 1500D,Canon,Cameras,85814,3.6,2096,05-09-2020,Out of Stock,Budget,47.92,44692,High,Average,False
PID1376,Noise ColorFit Pro 4,,Wearables,27141,3.5,8895,07-02-2022,Limited Stock,Mid-Tier,31.2,18673,Low,Average,False
PID1377,Lenovo IdeaPad Slim 3,Lenovo,Laptops,35084,3.9,6404,27-09-2023,In Stock,Mid-Tier,32.36,23731,Medium,Average,False
PID1378,HP Pavilion 15,HP,Laptops,33245,4.5,9817,02-05-2024,Limited Stock,Mid-Tier,16.26,27839,Low,Good,False
PID1379,Boult Audio AirBass,Boult,Audio,23593,3.8,3331,23-06-2022,Out of Stock,Premium,37.51,14743,Low,Average,False
PID1380,iPad 10th Gen,iPad,Tablets,66605,4.2,7462,22-08-2024,Out of Stock,Mid-Tier,15.24,56454,Medium,Good,False
PID1381,Dell Inspiron 3511,Dell,Laptops,52385,4.3,5105,21-03-2024,In Stock,Premium,23.24,40211,Medium,Good,False
PID1382,JBL Go 3,JBL,Audio,37131,3.8,2978,29-03-2025,Limited Stock,Mid-Tier,52.03,17812,Medium,Average,True
PID1383,JBL Go 3,JBL,Audio,73491,3.6,2839,05-08-2023,Out of Stock,Mid-Tier,16.39,61446,High,Average,False
PID1384,Canon EOS 1500D,Canon,Cameras,4514,4.7,3384,06-07-2020,Limited Stock,Budget,8.91,4112,Low,Excellent,False
PID1385,Fire-Boltt Ninja,ApplBoltt Ninja,Wearables,11593,3.5,685,02-07-2024,Limited Stock,Mid-Tier,8.8,10573,Low,Average,False
PID1386,iPhone 13,,Phones,18570,3.7,7531,10-09-2024,Out of Stock,Mid-Tier,56.74,8033,Low,Average,True
PID1387,Acer Aspire 7,Acer,Laptops,36277,5.0,4283,05-09-2021,Limited Stock,Budget,32.88,24349,Medium,Excellent,False
PID1388,Sony WH-1000XM4,Sony,Audio,57458,2.5,7736,15-10-2020,In Stock,Mid-Tier,27.52,41646,Medium,Poor,False
PID1389,Dell Inspiron 3511,Dell,Laptops,82574,3.0,7710,11-01-2024,Out of Stock,Budget,49.6,41617,High,Poor,False
PID1390,Realme Narzo 60,Realme,Phones,11229,3.5,1619,05-02-2025,Out of Stock,Premium,50.97,5506,Low,Average,True
PID1391,OnePlus Nord CE 3,Oneplus,Phones,45517,4.8,6868,30-07-2023,Limited Stock,Mid-Tier,23.27,34925,Medium,Excellent,False
PID1392,Dell Inspiron 3511,Dell,Laptops,66820,2.7,1431,27-03-2024,Limited Stock,Premium,43.15,37987,High,Poor,False
PID1393,ASUS VivoBook 14,ASUS,Laptops,28251,2.5,9067,04-02-2023,In Stock,Mid-Tier,47.41,14857,Low,Poor,False
PID1394,Mi TV 5X,Mi,Televisions,78569,2.6,4713,16-10-2020,Out of Stock,Mid-Tier,41.01,46348,High,Poor,False
PID1395,Redmi Note 12,Redmi,Phones,55248,2.7,9557,12-07-2022,Limited Stock,Budget,13.34,47878,Medium,Poor,False
PID1396,Canon EOS 1500D,Canon,Cameras,6301,2.6,9435,27-10-2024,In Stock,Premium,53.17,2951,Low,Poor,True
PID1397,Xiaomi Pad 6,Xiaomi,Tablets,19690,3.7,4998,13-08-2021,Out of Stock,Budget,34.65,12867,Low,Average,False
PID1398,Samsung Crystal 4K,Samsung,Televisions,50189,4.0,162,09-10-2020,In Stock,Mid-Tier,20.54,39880,Medium,Average,False
PID1399,Mi TV 5X,Mi,Televisions,51493,3.2,1974,28-03-2024,Out of Stock,Premium,28.39,36874,Medium,Average,False
PID1400,Boult Audio AirBass,Boult,Audio,30092,3.5,3291,17-12-2024,Out of Stock,Budget,7.07,27964,Low,Average,False
